gene	subtype	type
gi|764403576|ref|WP_044352039.1|	aminoglycoside__APH(6)-Id	aminoglycoside
gi|798852310|ref|WP_045893453.1|	aminoglycoside__APH(6)-Id	aminoglycoside
gi|802115701|ref|WP_046033939.1|	aminoglycoside__APH(6)-Id	aminoglycoside
gi|806464297|ref|WP_046127528.1|	aminoglycoside__APH(6)-Id	aminoglycoside
gi|896184689|ref|WP_049195390.1|	aminoglycoside__APH(6)-Id	aminoglycoside
gi|896427044|ref|WP_049361039.1|	aminoglycoside__APH(6)-Id	aminoglycoside
gi|914349733|ref|WP_050583593.1|	aminoglycoside__APH(6)-Id	aminoglycoside
gi|920668789|ref|WP_053044741.1|	aminoglycoside__APH(6)-Id	aminoglycoside
gi|921973852|ref|WP_053266543.1|	aminoglycoside__APH(6)-Id	aminoglycoside
gi|929918689|ref|WP_054103864.1|	aminoglycoside__APH(6)-Id	aminoglycoside
gi|935552845|ref|WP_054445898.1|	aminoglycoside__APH(6)-Id	aminoglycoside
gi|935620109|ref|WP_054474145.1|	aminoglycoside__APH(6)-Id	aminoglycoside
gi|949697184|ref|WP_057056221.1|	aminoglycoside__APH(6)-Id	aminoglycoside
gi|949803033|ref|WP_057109591.1|	aminoglycoside__APH(6)-Id	aminoglycoside
gi|950150321|ref|WP_057202378.1|	aminoglycoside__APH(6)-Id	aminoglycoside
gi|959900591|ref|WP_058167554.1|	aminoglycoside__APH(6)-Id	aminoglycoside
NP_955645	aminoglycoside__APH(6)-Id	aminoglycoside
YP_001101924	aminoglycoside__APH(6)-Id	aminoglycoside
YP_001740011	aminoglycoside__APH(6)-Id	aminoglycoside
ZP_04405450	aminoglycoside__APH(6)-Id	aminoglycoside
AF024602.1.gene6.p01	aminoglycoside__APH(6)-Id	aminoglycoside
X03615.1.gene1.p1	aminoglycoside__APH(7'')-Ia	aminoglycoside
gb|AAB58447.1|ARO:3002662|APH(9)-Ia	aminoglycoside__APH(9)-Ia	aminoglycoside
U70376.2.gene7.p01	aminoglycoside__APH(9)-Ib	aminoglycoside
gb|CAD91341.1|ARO:3004675|aphA15	aminoglycoside__aphA15	aminoglycoside
gb|CBL58181.1|ARO:3003918|apmA	aminoglycoside__apmA	aminoglycoside
gb|APB03224.1|ARO:3003994|cpaA	aminoglycoside__cpaA	aminoglycoside
KC895984.1.gene2.p01	aminoglycoside__spd	aminoglycoside
gi|219563184|gb|ACL27951.1|	aminoglycoside__armA	aminoglycoside
HQ451074.1.gene23.p01	aminoglycoside__armA	aminoglycoside
gb|WP_063964000.1|ARO:3004102|kamB	aminoglycoside__kamB	aminoglycoside
AB261016.1.gene1.p01	aminoglycoside__npmA	aminoglycoside
AB083212.gene.p01	aminoglycoside__rmtA	aminoglycoside
NC_010558.1.6275958.p01	aminoglycoside__rmtB	aminoglycoside
GQ131574.1.gene1.p01	aminoglycoside__rmtC	aminoglycoside
gi|949697262|ref|WP_057056299.1|	aminoglycoside__rmtC	aminoglycoside
EU269034.2.gene4.p01	aminoglycoside__rmtD	aminoglycoside
gb|ADW66527.1|ARO:3004677|rmtD2	aminoglycoside__rmtD2	aminoglycoside
gb|ADA63498.1|ARO:3004678|rmtE	aminoglycoside__rmtE	aminoglycoside
gb|ALD03565.1|ARO:3004679|rmtE2	aminoglycoside__rmtE2	aminoglycoside
JQ808129.1.gene2.p01	aminoglycoside__rmtF	aminoglycoside
gi|1028098342|ref|WP_063854886.1|	aminoglycoside__rmtF	aminoglycoside
JX486113.1.gene1.p01	aminoglycoside__rmtG	aminoglycoside
gb|AGH19769.1|ARO:3003198|rmtH	aminoglycoside__rmtH	aminoglycoside
gb|WP_063978071.1|ARO:3000862|sgm	aminoglycoside__sgm	aminoglycoside
AAT34976	aminoglycoside__Other streptomycin resistance protein	aminoglycoside
CAA63519	aminoglycoside__Other streptomycin resistance protein	aminoglycoside
P12055	aminoglycoside__Other streptomycin resistance protein	aminoglycoside
P42332	bacitracin__bcrA	bacitracin
AAD21213	bacitracin__bcrA	bacitracin
ABB80128	bacitracin__bcrA	bacitracin
gi|1043490477|ref|WP_065382463.1|	bacitracin__bcrA	bacitracin
gi|445996695|ref|WP_000074550.1|	bacitracin__bcrA	bacitracin
gi|445996696|ref|WP_000074551.1|	bacitracin__bcrA	bacitracin
gi|445996697|ref|WP_000074552.1|	bacitracin__bcrA	bacitracin
gi|445996698|ref|WP_000074553.1|	bacitracin__bcrA	bacitracin
gi|445996708|ref|WP_000074563.1|	bacitracin__bcrA	bacitracin
gi|445996709|ref|WP_000074564.1|	bacitracin__bcrA	bacitracin
gi|445996710|ref|WP_000074565.1|	bacitracin__bcrA	bacitracin
gi|445996714|ref|WP_000074569.1|	bacitracin__bcrA	bacitracin
gi|445996719|ref|WP_000074574.1|	bacitracin__bcrA	bacitracin
gi|445996722|ref|WP_000074577.1|	bacitracin__bcrA	bacitracin
gi|445996723|ref|WP_000074578.1|	bacitracin__bcrA	bacitracin
gi|445996724|ref|WP_000074579.1|	bacitracin__bcrA	bacitracin
gi|445996726|ref|WP_000074581.1|	bacitracin__bcrA	bacitracin
gi|445996729|ref|WP_000074584.1|	bacitracin__bcrA	bacitracin
gi|445996732|ref|WP_000074587.1|	bacitracin__bcrA	bacitracin
gi|446026113|ref|WP_000103968.1|	bacitracin__bcrA	bacitracin
gi|446110087|ref|WP_000187942.1|	bacitracin__bcrA	bacitracin
gi|447057509|ref|WP_001134765.1|	bacitracin__bcrA	bacitracin
gi|447057510|ref|WP_001134766.1|	bacitracin__bcrA	bacitracin
gi|447195835|ref|WP_001273091.1|	bacitracin__bcrA	bacitracin
gi|447195836|ref|WP_001273092.1|	bacitracin__bcrA	bacitracin
gi|487936534|ref|WP_002010000.1|	bacitracin__bcrA	bacitracin
gi|488042066|ref|WP_002113463.1|	bacitracin__bcrA	bacitracin
gi|488053456|ref|WP_002124853.1|	bacitracin__bcrA	bacitracin
gi|488067981|ref|WP_002139378.1|	bacitracin__bcrA	bacitracin
gi|488068784|ref|WP_002140181.1|	bacitracin__bcrA	bacitracin
gi|488120365|ref|WP_002191762.1|	bacitracin__bcrA	bacitracin
gi|488130770|ref|WP_002201978.1|	bacitracin__bcrA	bacitracin
gi|500194536|ref|WP_011867743.1|	bacitracin__bcrA	bacitracin
gi|500448961|gb|EOP61695.1|	bacitracin__bcrA	bacitracin
gi|500465078|gb|EOP76697.1|	bacitracin__bcrA	bacitracin
gi|507023808|ref|WP_016095885.1|	bacitracin__bcrA	bacitracin
gi|507035724|ref|WP_016107411.1|	bacitracin__bcrA	bacitracin
gi|507044560|ref|WP_016115614.1|	bacitracin__bcrA	bacitracin
gi|507050365|ref|WP_016121371.1|	bacitracin__bcrA	bacitracin
gi|507054395|ref|WP_016125339.1|	bacitracin__bcrA	bacitracin
gi|507055561|ref|WP_016126482.1|	bacitracin__bcrA	bacitracin
gi|510143239|gb|AGN36970.1|	bacitracin__bcrA	bacitracin
gi|542061059|gb|ERI11611.1|	bacitracin__bcrA	bacitracin
gi|814314593|emb|CKF49145.1|	bacitracin__bcrA	bacitracin
gi|884875933|emb|CKG93789.1|	bacitracin__bcrA	bacitracin
gi|895736250|emb|COF64653.1|	bacitracin__bcrA	bacitracin
gi|895808656|emb|COR83787.1|	bacitracin__bcrA	bacitracin
YP_001373621	bacitracin__bcrA	bacitracin
ZP_04081918	bacitracin__bcrA	bacitracin
gb|AAA99505.1|ARO:3002988|bcrB	bacitracin__bcrB	bacitracin
A8A4L2	bacitracin__bacA	bacitracin
A0KQI1	bacitracin__bacA	bacitracin
A1AFX9	bacitracin__bacA	bacitracin
A4VLM0	bacitracin__bacA	bacitracin
A7FE74	bacitracin__bacA	bacitracin
A8YZV4	bacitracin__bacA	bacitracin
A9HXK3	bacitracin__bacA	bacitracin
ABM94007	bacitracin__bacA	bacitracin
ACB16010	bacitracin__bacA	bacitracin
ACQ53948	bacitracin__bacA	bacitracin
B1YIX1	bacitracin__bacA	bacitracin
B2VGJ3	bacitracin__bacA	bacitracin
B7LQD5	bacitracin__bacA	bacitracin
B7NJS0	bacitracin__bacA	bacitracin
B7VAE6	bacitracin__bacA	bacitracin
BAH17153	bacitracin__bacA	bacitracin
BAH65231	bacitracin__bacA	bacitracin
CAJ93947	bacitracin__bacA	bacitracin
CAS10898	bacitracin__bacA	bacitracin
CAY49038	bacitracin__bacA	bacitracin
EAS48788	bacitracin__bacA	bacitracin
EEQ96502	bacitracin__bacA	bacitracin
gi|324115360|gb|EGC09324.1|	bacitracin__bacA	bacitracin
gi|486204699|ref|WP_001551672.1|	bacitracin__bacA	bacitracin
gi|489058813|ref|WP_002968895.1|	bacitracin__bacA	bacitracin
gi|492817089|ref|WP_005974730.1|	bacitracin__bacA	bacitracin
gi|531238756|gb|EQF38518.1|	bacitracin__bacA	bacitracin
gi|585209153|gb|EWM45333.1|	bacitracin__bacA	bacitracin
gi|641685979|emb|CDN83808.1|	bacitracin__bacA	bacitracin
gi|673483687|gb|KFJ50164.1|	bacitracin__bacA	bacitracin
NP_289632	bacitracin__bacA	bacitracin
NP_462120	bacitracin__bacA	bacitracin
NP_645462	bacitracin__bacA	bacitracin
NP_745006	bacitracin__bacA	bacitracin
NP_764009	bacitracin__bacA	bacitracin
NP_831165	bacitracin__bacA	bacitracin
NP_840140	bacitracin__bacA	bacitracin
NP_843860	bacitracin__bacA	bacitracin
NP_977823	bacitracin__bacA	bacitracin
P67390	bacitracin__bacA	bacitracin
P94507	bacitracin__bacA	bacitracin
Q0K7S4	bacitracin__bacA	bacitracin
Q1LSL8	bacitracin__bacA	bacitracin
Q2KX31	bacitracin__bacA	bacitracin
Q2NWE3	bacitracin__bacA	bacitracin
Q4KC13	bacitracin__bacA	bacitracin
Q57JQ4	bacitracin__bacA	bacitracin
Q5L3H7	bacitracin__bacA	bacitracin
Q5P6K4	bacitracin__bacA	bacitracin
Q5WCX5	bacitracin__bacA	bacitracin
Q6D159	bacitracin__bacA	bacitracin
Q6HLG8	bacitracin__bacA	bacitracin
Q7N0B9	bacitracin__bacA	bacitracin
Q7VXA0	bacitracin__bacA	bacitracin
Q7W866	bacitracin__bacA	bacitracin
Q81T84	bacitracin__bacA	bacitracin
Q880L3	bacitracin__bacA	bacitracin
Q8XL56	bacitracin__bacA	bacitracin
Q8Y1I9	bacitracin__bacA	bacitracin
Q97KF6	bacitracin__bacA	bacitracin
Q9I2E5	bacitracin__bacA	bacitracin
Q9KIN5	bacitracin__bacA	bacitracin
YP_001007833	bacitracin__bacA	bacitracin
YP_001089504	bacitracin__bacA	bacitracin
YP_001124322	bacitracin__bacA	bacitracin
YP_001140148	bacitracin__bacA	bacitracin
YP_001155044	bacitracin__bacA	bacitracin
YP_001178170	bacitracin__bacA	bacitracin
YP_001187667	bacitracin__bacA	bacitracin
YP_001268143	bacitracin__bacA	bacitracin
YP_001308137	bacitracin__bacA	bacitracin
YP_001348697	bacitracin__bacA	bacitracin
YP_001374431	bacitracin__bacA	bacitracin
YP_001382798	bacitracin__bacA	bacitracin
YP_001389785	bacitracin__bacA	bacitracin
YP_001395695	bacitracin__bacA	bacitracin
YP_001416709	bacitracin__bacA	bacitracin
YP_001422387	bacitracin__bacA	bacitracin
YP_001434323	bacitracin__bacA	bacitracin
YP_001436495	bacitracin__bacA	bacitracin
YP_001455939	bacitracin__bacA	bacitracin
YP_001480516	bacitracin__bacA	bacitracin
YP_001487997	bacitracin__bacA	bacitracin
YP_001527590	bacitracin__bacA	bacitracin
YP_001563294	bacitracin__bacA	bacitracin
YP_001573343	bacitracin__bacA	bacitracin
YP_001590162	bacitracin__bacA	bacitracin
YP_001616633	bacitracin__bacA	bacitracin
YP_001639853	bacitracin__bacA	bacitracin
YP_001644180	bacitracin__bacA	bacitracin
YP_001669149	bacitracin__bacA	bacitracin
YP_001696597	bacitracin__bacA	bacitracin
YP_001749617	bacitracin__bacA	bacitracin
YP_001780068	bacitracin__bacA	bacitracin
YP_001785754	bacitracin__bacA	bacitracin
YP_001797193	bacitracin__bacA	bacitracin
YP_001886771	bacitracin__bacA	bacitracin
YP_001896735	bacitracin__bacA	bacitracin
YP_001898234	bacitracin__bacA	bacitracin
YP_001921729	bacitracin__bacA	bacitracin
YP_001925041	bacitracin__bacA	bacitracin
YP_002006347	bacitracin__bacA	bacitracin
YP_002042472	bacitracin__bacA	bacitracin
YP_002092118	bacitracin__bacA	bacitracin
YP_002217186	bacitracin__bacA	bacitracin
YP_002236533	bacitracin__bacA	bacitracin
YP_002260505	bacitracin__bacA	bacitracin
YP_002315561	bacitracin__bacA	bacitracin
YP_002421432	bacitracin__bacA	bacitracin
YP_002434803	bacitracin__bacA	bacitracin
YP_002479998	bacitracin__bacA	bacitracin
YP_002529178	bacitracin__bacA	bacitracin
YP_002552549	bacitracin__bacA	bacitracin
YP_002633428	bacitracin__bacA	bacitracin
YP_002638807	bacitracin__bacA	bacitracin
YP_002775228	bacitracin__bacA	bacitracin
YP_002800019	bacitracin__bacA	bacitracin
YP_002847905	bacitracin__bacA	bacitracin
YP_002852100	bacitracin__bacA	bacitracin
YP_002886367	bacitracin__bacA	bacitracin
YP_002890644	bacitracin__bacA	bacitracin
YP_002929946	bacitracin__bacA	bacitracin
YP_002931998	bacitracin__bacA	bacitracin
YP_002937728	bacitracin__bacA	bacitracin
YP_010878	bacitracin__bacA	bacitracin
YP_040163	bacitracin__bacA	bacitracin
YP_080399	bacitracin__bacA	bacitracin
YP_185622	bacitracin__bacA	bacitracin
YP_218139	bacitracin__bacA	bacitracin
YP_236080	bacitracin__bacA	bacitracin
YP_254125	bacitracin__bacA	bacitracin
YP_264987	bacitracin__bacA	bacitracin
YP_274443	bacitracin__bacA	bacitracin
YP_277581	bacitracin__bacA	bacitracin
YP_294981	bacitracin__bacA	bacitracin
YP_302125	bacitracin__bacA	bacitracin
YP_312012	bacitracin__bacA	bacitracin
YP_316450	bacitracin__bacA	bacitracin
YP_349555	bacitracin__bacA	bacitracin
YP_416126	bacitracin__bacA	bacitracin
YP_523088	bacitracin__bacA	bacitracin
YP_550152	bacitracin__bacA	bacitracin
YP_560128	bacitracin__bacA	bacitracin
YP_581244	bacitracin__bacA	bacitracin
YP_584847	bacitracin__bacA	bacitracin
YP_608499	bacitracin__bacA	bacitracin
YP_695835	bacitracin__bacA	bacitracin
YP_698526	bacitracin__bacA	bacitracin
YP_746446	bacitracin__bacA	bacitracin
YP_791281	bacitracin__bacA	bacitracin
YP_878662	bacitracin__bacA	bacitracin
YP_894098	bacitracin__bacA	bacitracin
YP_932216	bacitracin__bacA	bacitracin
YP_966872	bacitracin__bacA	bacitracin
YP_970399	bacitracin__bacA	bacitracin
YP_981592	bacitracin__bacA	bacitracin
YP_985461	bacitracin__bacA	bacitracin
YP_997055	bacitracin__bacA	bacitracin
ZP_00051658	bacitracin__bacA	bacitracin
ZP_00742443	bacitracin__bacA	bacitracin
ZP_01172287	bacitracin__bacA	bacitracin
ZP_01438526	bacitracin__bacA	bacitracin
ZP_01723236	bacitracin__bacA	bacitracin
ZP_02007607	bacitracin__bacA	bacitracin
ZP_02621059	bacitracin__bacA	bacitracin
ZP_02631430	bacitracin__bacA	bacitracin
ZP_02635322	bacitracin__bacA	bacitracin
ZP_02643483	bacitracin__bacA	bacitracin
ZP_02779032	bacitracin__bacA	bacitracin
ZP_02846059	bacitracin__bacA	bacitracin
ZP_02865688	bacitracin__bacA	bacitracin
ZP_02884769	bacitracin__bacA	bacitracin
ZP_02900713	bacitracin__bacA	bacitracin
ZP_02913367	bacitracin__bacA	bacitracin
ZP_03041263	bacitracin__bacA	bacitracin
ZP_03054084	bacitracin__bacA	bacitracin
ZP_03064089	bacitracin__bacA	bacitracin
ZP_03149247	bacitracin__bacA	bacitracin
ZP_03225116	bacitracin__bacA	bacitracin
ZP_03265942	bacitracin__bacA	bacitracin
ZP_03381912	bacitracin__bacA	bacitracin
ZP_03412557	bacitracin__bacA	bacitracin
ZP_03466816	bacitracin__bacA	bacitracin
ZP_03541894	bacitracin__bacA	bacitracin
ZP_03552050	bacitracin__bacA	bacitracin
ZP_03555962	bacitracin__bacA	bacitracin
ZP_03564086	bacitracin__bacA	bacitracin
ZP_03612802	bacitracin__bacA	bacitracin
ZP_03829223	bacitracin__bacA	bacitracin
ZP_03833009	bacitracin__bacA	bacitracin
ZP_03903435	bacitracin__bacA	bacitracin
ZP_03916453	bacitracin__bacA	bacitracin
ZP_03930663	bacitracin__bacA	bacitracin
ZP_03938934	bacitracin__bacA	bacitracin
ZP_03941859	bacitracin__bacA	bacitracin
ZP_03945515	bacitracin__bacA	bacitracin
ZP_03949893	bacitracin__bacA	bacitracin
ZP_03958019	bacitracin__bacA	bacitracin
ZP_03984017	bacitracin__bacA	bacitracin
ZP_04049838	bacitracin__bacA	bacitracin
ZP_04055725	bacitracin__bacA	bacitracin
ZP_04060511	bacitracin__bacA	bacitracin
ZP_04064297	bacitracin__bacA	bacitracin
ZP_04070977	bacitracin__bacA	bacitracin
ZP_04083542	bacitracin__bacA	bacitracin
ZP_04107441	bacitracin__bacA	bacitracin
ZP_04113961	bacitracin__bacA	bacitracin
ZP_04144736	bacitracin__bacA	bacitracin
ZP_04150458	bacitracin__bacA	bacitracin
ZP_04156234	bacitracin__bacA	bacitracin
ZP_04167983	bacitracin__bacA	bacitracin
ZP_04173668	bacitracin__bacA	bacitracin
ZP_04185253	bacitracin__bacA	bacitracin
ZP_04196507	bacitracin__bacA	bacitracin
ZP_04202328	bacitracin__bacA	bacitracin
ZP_04207693	bacitracin__bacA	bacitracin
ZP_04210257	bacitracin__bacA	bacitracin
ZP_04216757	bacitracin__bacA	bacitracin
ZP_04220669	bacitracin__bacA	bacitracin
ZP_04226949	bacitracin__bacA	bacitracin
ZP_04232797	bacitracin__bacA	bacitracin
ZP_04271500	bacitracin__bacA	bacitracin
ZP_04277914	bacitracin__bacA	bacitracin
ZP_04288431	bacitracin__bacA	bacitracin
ZP_04294082	bacitracin__bacA	bacitracin
ZP_04299687	bacitracin__bacA	bacitracin
ZP_04310898	bacitracin__bacA	bacitracin
ZP_04431003	bacitracin__bacA	bacitracin
ZP_04433866	bacitracin__bacA	bacitracin
ZP_04528247	bacitracin__bacA	bacitracin
ZP_04577926	bacitracin__bacA	bacitracin
ZP_04589788	bacitracin__bacA	bacitracin
ZP_04612440	bacitracin__bacA	bacitracin
ZP_04616832	bacitracin__bacA	bacitracin
ZP_04621202	bacitracin__bacA	bacitracin
ZP_04623431	bacitracin__bacA	bacitracin
ZP_04626871	bacitracin__bacA	bacitracin
ZP_04632979	bacitracin__bacA	bacitracin
ZP_04637931	bacitracin__bacA	bacitracin
ZP_04640456	bacitracin__bacA	bacitracin
ZP_04677702	bacitracin__bacA	bacitracin
gb|APB03218.1|ARO:3003984|BahA	bacitracin__BahA	bacitracin
gb|CAB51471.1|ARO:3004359|ACI-1	beta_lactam__ACI-1	beta_lactam
U14748.1.gene2.p01	beta_lactam__AER-1	beta_lactam
gb|APY23733.1|ARO:3004734|ARL-1	beta_lactam__ARL-1	beta_lactam
gb|APY23841.1|ARO:3004735|ARL-2	beta_lactam__ARL-2	beta_lactam
gb|APY23844.1|ARO:3004736|ARL-3	beta_lactam__ARL-3	beta_lactam
gb|APY23838.1|ARO:3004737|ARL-4	beta_lactam__ARL-4	beta_lactam
gb|APY23862.1|ARO:3004738|ARL-5	beta_lactam__ARL-5	beta_lactam
gb|APY23865.1|ARO:3004739|ARL-6	beta_lactam__ARL-6	beta_lactam
gb|AAG44836.1|ARO:3004740|AST-1	beta_lactam__AST-1	beta_lactam
gb|ABU39980.1|ARO:3004749|BCL-1	beta_lactam__BCL-1	beta_lactam
gb|AAZ04368.1|ARO:3002385|BEL-1	beta_lactam__BEL-1	beta_lactam
FJ666063.1.gene1.p1	beta_lactam__BEL-2	beta_lactam
GQ202694.1.gene1.p01	beta_lactam__BEL-3	beta_lactam
gb|AAF61147.1|ARO:3004751|BES-1	beta_lactam__BES-1	beta_lactam
gb|ADB56658.1|ARO:3004753|BIC-1	beta_lactam__BIC-1	beta_lactam
gb|AKD43328.1|ARO:3004757|BKC-1	beta_lactam__BKC-1	beta_lactam
AF367983.gene.p01	beta_lactam__Bla1	beta_lactam
gi|1000870582|ref|WP_061130519.1|	beta_lactam__Bla1	beta_lactam
gi|1002586184|ref|WP_061403071.1|	beta_lactam__Bla1	beta_lactam
gi|1004356302|ref|WP_061531281.1|	beta_lactam__Bla1	beta_lactam
gi|1005601753|ref|WP_061686617.1|	beta_lactam__Bla1	beta_lactam
gi|1015500026|gb|KYZ69437.1|	beta_lactam__Bla1	beta_lactam
gi|1039343368|ref|WP_064774771.1|	beta_lactam__Bla1	beta_lactam
gi|1039343426|ref|WP_064774829.1|	beta_lactam__Bla1	beta_lactam
gi|1039496703|ref|WP_064832898.1|	beta_lactam__Bla1	beta_lactam
gi|446360416|ref|WP_000438271.1|	beta_lactam__Bla1	beta_lactam
gi|446360417|ref|WP_000438272.1|	beta_lactam__Bla1	beta_lactam
gi|497564895|ref|WP_009879079.1|	beta_lactam__Bla1	beta_lactam
gi|499492073|ref|WP_011178713.1|	beta_lactam__Bla1	beta_lactam
gi|499495027|ref|WP_011181667.1|	beta_lactam__Bla1	beta_lactam
gi|504063842|ref|WP_014297836.1|	beta_lactam__Bla1	beta_lactam
gi|507012710|ref|WP_016087828.1|	beta_lactam__Bla1	beta_lactam
gi|507033190|ref|WP_016104889.1|	beta_lactam__Bla1	beta_lactam
gi|648201854|ref|WP_025991661.1|	beta_lactam__Bla1	beta_lactam
gi|657627600|ref|WP_029438368.1|	beta_lactam__Bla1	beta_lactam
gi|727195486|ref|WP_033657164.1|	beta_lactam__Bla1	beta_lactam
gi|727207933|ref|WP_033669393.1|	beta_lactam__Bla1	beta_lactam
gi|727210355|ref|WP_033671602.1|	beta_lactam__Bla1	beta_lactam
gi|727210742|ref|WP_033671989.1|	beta_lactam__Bla1	beta_lactam
gi|727212957|ref|WP_033674199.1|	beta_lactam__Bla1	beta_lactam
gi|727220229|ref|WP_033681185.1|	beta_lactam__Bla1	beta_lactam
gi|727225380|ref|WP_033686294.1|	beta_lactam__Bla1	beta_lactam
gi|727227558|ref|WP_033688435.1|	beta_lactam__Bla1	beta_lactam
gi|727227623|ref|WP_033688499.1|	beta_lactam__Bla1	beta_lactam
gi|727230589|ref|WP_033691456.1|	beta_lactam__Bla1	beta_lactam
gi|727242222|ref|WP_033702175.1|	beta_lactam__Bla1	beta_lactam
gi|727244348|ref|WP_033704294.1|	beta_lactam__Bla1	beta_lactam
gi|727252882|ref|WP_033712221.1|	beta_lactam__Bla1	beta_lactam
gi|740571340|ref|WP_038357150.1|	beta_lactam__Bla1	beta_lactam
gi|742296668|ref|WP_038813211.1|	beta_lactam__Bla1	beta_lactam
gi|752512297|ref|WP_041183913.1|	beta_lactam__Bla1	beta_lactam
gi|752512606|ref|WP_041184222.1|	beta_lactam__Bla1	beta_lactam
gi|752512994|ref|WP_041184610.1|	beta_lactam__Bla1	beta_lactam
gi|752513304|ref|WP_041184920.1|	beta_lactam__Bla1	beta_lactam
gi|752513503|ref|WP_041185119.1|	beta_lactam__Bla1	beta_lactam
gi|752513602|ref|WP_041185218.1|	beta_lactam__Bla1	beta_lactam
gi|754977161|ref|WP_042332928.1|	beta_lactam__Bla1	beta_lactam
gi|755162754|ref|WP_042511893.1|	beta_lactam__Bla1	beta_lactam
gi|755164762|ref|WP_042513561.1|	beta_lactam__Bla1	beta_lactam
gi|755165485|ref|WP_042514223.1|	beta_lactam__Bla1	beta_lactam
gi|755166687|ref|WP_042515379.1|	beta_lactam__Bla1	beta_lactam
gi|755167242|ref|WP_042515933.1|	beta_lactam__Bla1	beta_lactam
gi|757768775|ref|WP_042988862.1|	beta_lactam__Bla1	beta_lactam
gi|757777248|ref|WP_042996083.1|	beta_lactam__Bla1	beta_lactam
gi|822516809|ref|WP_046947358.1|	beta_lactam__Bla1	beta_lactam
gi|822525995|ref|WP_046955909.1|	beta_lactam__Bla1	beta_lactam
gi|846206765|ref|WP_047956979.1|	beta_lactam__Bla1	beta_lactam
gi|872562437|ref|WP_048530006.1|	beta_lactam__Bla1	beta_lactam
gi|872703846|ref|WP_048555500.1|	beta_lactam__Bla1	beta_lactam
gi|896067497|ref|WP_049112183.1|	beta_lactam__Bla1	beta_lactam
gi|919181707|ref|WP_052737305.1|	beta_lactam__Bla1	beta_lactam
gi|958627347|gb|ALQ71041.1|	beta_lactam__Bla1	beta_lactam
gi|983302545|ref|WP_060488855.1|	beta_lactam__Bla1	beta_lactam
gi|983475161|ref|WP_060633135.1|	beta_lactam__Bla1	beta_lactam
ZP_04096643	beta_lactam__Bla1	beta_lactam
ZP_04145743	beta_lactam__Bla1	beta_lactam
ZP_04284182	beta_lactam__Bla1	beta_lactam
ZP_04323456	beta_lactam__Bla1	beta_lactam
Q59517	beta_lactam__blaF	beta_lactam
gi|1001706010|ref|WP_061263813.1|	beta_lactam__blaF	beta_lactam
gi|1039518206|ref|WP_064850904.1|	beta_lactam__blaF	beta_lactam
gi|1039537085|ref|WP_064867865.1|	beta_lactam__blaF	beta_lactam
gi|1039545354|ref|WP_064875386.1|	beta_lactam__blaF	beta_lactam
gi|1039555216|ref|WP_064884317.1|	beta_lactam__blaF	beta_lactam
gi|1039567692|ref|WP_064895059.1|	beta_lactam__blaF	beta_lactam
gi|1039573564|ref|WP_064900475.1|	beta_lactam__blaF	beta_lactam
gi|1039595452|ref|WP_064913515.1|	beta_lactam__blaF	beta_lactam
gi|1039597595|ref|WP_064914787.1|	beta_lactam__blaF	beta_lactam
gi|1039610344|ref|WP_064925591.1|	beta_lactam__blaF	beta_lactam
gi|1039621810|ref|WP_064935627.1|	beta_lactam__blaF	beta_lactam
gi|1039668493|ref|WP_064960176.1|	beta_lactam__blaF	beta_lactam
gi|1039950884|ref|WP_065019937.1|	beta_lactam__blaF	beta_lactam
gi|1040006852|ref|WP_065069428.1|	beta_lactam__blaF	beta_lactam
gi|1040008945|ref|WP_065071331.1|	beta_lactam__blaF	beta_lactam
gi|1045340321|ref|WP_065458907.1|	beta_lactam__blaF	beta_lactam
gi|1045505346|ref|WP_065516867.1|	beta_lactam__blaF	beta_lactam
gi|489977344|ref|WP_003880494.1|	beta_lactam__blaF	beta_lactam
gi|518177613|ref|WP_019347821.1|	beta_lactam__blaF	beta_lactam
gi|656080105|ref|WP_029111145.1|	beta_lactam__blaF	beta_lactam
gi|738436812|ref|WP_036388061.1|	beta_lactam__blaF	beta_lactam
gi|738496032|ref|WP_036445106.1|	beta_lactam__blaF	beta_lactam
gi|746271380|ref|WP_039319187.1|	beta_lactam__blaF	beta_lactam
gi|746333595|ref|WP_039379124.1|	beta_lactam__blaF	beta_lactam
gi|764947227|ref|WP_044517721.1|	beta_lactam__blaF	beta_lactam
gi|937550678|ref|WP_054602039.1|	beta_lactam__blaF	beta_lactam
gi|941305760|ref|WP_055113124.1|	beta_lactam__blaF	beta_lactam
